"date","locality","state","location_detail","online","type","title","macroevent","actors","organizations","participants","claims","valence","issues","issues_major","size_text","size_low","size_high","size_mean","size_cat","arrests","arrests_any","injuries_crowd","injuries_crowd_any","injuries_police","injuries_police_any","property_damage","property_damage_any","chemical_agents","participant_measures","police_measures","participant_deaths","police_deaths","source_1","source_2","source_3","source_4","source_5","source_6","source_7","source_8","source_9","source_10","source_11","source_12","source_13","source_14","source_15","source_16","source_17","source_18","source_19","source_20","source_21","source_22","source_23","source_24","source_25","source_26","source_27","source_28","source_29","source_30","notes","lat","lon","resolved_locality","resolved_county","resolved_state","fips_code"
2024-06-22,"DeKalb","IL","Peace Corner, First Street and Lincoln Highway",0,"rally",NA,NA,"Responsive Engagement Activating Civic Talent","Responsive Engagement Activating Civic Talent",NA,"for reproductive freedom, for women's rights, for supporting pro-abortion candidates ahead of the November election, abortion is healthcare, a public cervix announcement our bodies our choice, we take back our civil & reproductive & voting rights, Decalb stands with her, grab him by the ballot / Biden Harris, Dobbs is trash",1,"civil rights; democracy; healthcare; presidency; reproductive rights; women's rights","civil rights; democracy; reproductive rights; women's rights","count pic",30,40,35,1,NA,0,NA,0,NA,0,NA,0,0,"band performance",NA,NA,NA,"https://www.shawlocal.com/gallery/2024/06/23/dekalb-rallies-for-abortion-access-ahead-of-november-election/","https://www.shawlocal.com/daily-chronicle/2024/06/21/underwood-to-speak-at-abortion-rights-rally-in-dekalb-saturday/","https://www.northernpublicradio.org/wnij-news/2024-06-26/northern-illinois-rallies-mark-the-2nd-anniversary-of-the-supreme-courts-dobbs-decision-on-abortion-rights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"feat. U.S. Rep. Lauren Underwood",41.929474,-88.750365,"DeKalb","DeKalb County","IL",17037
2023-11-12,"Columbus","OH","Goodale Park",0,"rally; march","Ohio State-Wide Gaza Rally",NA,"Students for Justice in Palestine; Palestinian-Americans","Students for Justice in Palestine","Palestinian-Americans","for ceasefire in Gaza, for ending U.S. aid to Israel, against genocide, for Palestinian liberation, stop the genocide, ceasefire, no more U.S. aid to Israel, Palestine flag, cutting Gaza from the world will not cut the world from Gaza, in what world is the murder of 4300+ children self defense?, cease fire now / peace, 1 2 3 4! occupation no more!, resistance is not terrorism, bombing children is not self defense, from the river to the sea, end the genocide / end the occupation, resistance liberation return, Mexico stands with Palestine, La Raza con Gaza, 2.5 milion Palestinians in Gaza without power fuel water / ceasefire now, end the Palestinian Holocaust / stop the genocide, you can't beat a nation that knows death is not the end / free Palestine, stop killing children",0,"environment; foreign affairs; military","foreign affairs","around 1,500",1500,1500,1500,3,NA,0,NA,0,NA,0,NA,0,0,"marched in street with vehicle escort; megaphones",NA,NA,NA,"https://www.instagram.com/p/CzZhgAgPKhf/","https://www.10tv.com/video/news/local/hundreds-gather-at-goodale-park-for-pro-palestine-rally/530-701da2c0-375c-43ac-b5f9-657eb1471f61","https://abc6onyourside.com/news/local/gallery-community-members-rally-to-call-for-peace-in-gaza-palestinian-rally-protest-columbus-central-ohio-march-israel-hamas-conflict?photo=1","https://abc6onyourside.com/news/local/columbus-pro-palestine-protestors-call-for-cease-fire-in-gaza-israeli-supporters-call-for-return-of-hostages-central-ohio-israel-hamas-november-2023-mazen-rasoul-mahmoud-algharabli-joanne-strasser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ohio State-Wide Gaza Rally",39.961176,-82.998794,"Columbus","Franklin County","OH",39049
2024-07-27,"Lancaster","PA","Penn Square",0,"rally","Rally for Gaza",NA,"Lancaster Palestine Coalition; Central Pennsylvania Ceasefire; Millersville SJP; Lancaster Abolition Group; PSL; DSA; Coalition for Peace and Justice; Lancaster Changemakers","Lancaster Palestine Coalition; Central Pennsylvania Ceasefire; Millersville SJP; Lancaster Abolition Group; PSL; DSA; Coalition for Peace and Justice; Lancaster Changemakers",NA,"for ceasefire in Gaza, against genocide in Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C8f_fqwtolo/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rally for Gaza every Saturday",40.037875,-76.305514,"Lancaster","Lancaster County","PA",42071
2023-10-21,"Springfield","MO","South St and Walnut Ave",0,"rally",NA,NA,"PSL","PSL",NA,"for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.answercoalition.org/join_a_protest_near_you_free_palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",37.2089572,-93.2922989,"Springfield","Greene County","MO",29077
2023-12-03,"Durango","CO","Buckley Park",0,"rally; vigil","All Out for Palestine",NA,"Dirty Hands Collective","Dirty Hands Collective",NA,"for Palestinian liberation, against Israeli occupation, against Islamophobia and antisemitism",0,"foreign affairs; religion","foreign affairs; religion",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/Cyuati-MeOi/?img_index=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All Out for Palestine every Sunday starting Oct 2023 until Israel siege ends possibly longer",37.27528,-107.880067,"Durango","La Plata County","CO",8067
2023-11-11,"Irvine","CA","Culver Plaza",0,"demonstration","Free Palestine Protest in Irvine",NA,"",NA,NA,"for Palestinian liberation, Palestine flag, free free Palestine!, stand for truth, what do we want! ceasefire! when do we want it! now!, from the sea to the river! Palestine will live forever!, from the river to the sea! Palestine will be free!, up up with liberation! down down with occupation!, we can't breath since 1948, from the river to the sea, never again for anyone, boycott divest saction Isra-hell, ""truth is on the side of the oppressed"" -Malcolm X / free Palestine [watermelon], Jesus was Palestinian, ""it doesn't matter if justice is on your side you have to depict your side as just"" -Netanyahu, Jews say not in our name, no more war crimes on my dime, Netanyahu what do you say! how many kids have you killed today!, Palestinian lives matter, Biden help us free Palestine, stop dehumanizing Palestinians, Turkey flag",0,"banking and finance; foreign affairs; military; presidency; religion","foreign affairs","count video",150,250,200,2,NA,0,NA,0,NA,0,NA,0,0,"megaphones",NA,NA,NA,"https://www.instagram.com/p/Czady_CLWiJ/","https://www.instagram.com/p/CzhamonPBrc/?img_index=2","https://www.instagram.com/p/CzhtmMxJIRq/?img_index=9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Free Palestine Protest in Irvine",33.684567,-117.826505,"Irvine","Orange County","CA",6059
2024-09-01,"Syracuse","NY","Syracuse University",0,"vigil","Community Vigil in Remembrance of the Six Hostages",NA,"Students Supporting Israel; Israeli-American Council; StandWithUs; Israel Culture Club; students; community members","Students Supporting Israel; Israeli-American Council; StandWithUs; Israel Culture Club","students; community members","for release of hostages held by Hamas, in solidarity with Israel",0,"foreign affairs","foreign affairs","around 40",40,40,40,1,NA,0,NA,0,NA,0,NA,0,0,"candlelight vigil outside Chabad House; singing; prayer",NA,NA,NA,"https://dailyorange.com/2024/09/students-supporting-israel-syracuse-hostage-vigil/","https://www.instagram.com/p/C_Y5F8lPt0N/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Community Vigil in Remembrance of the Six Hostages",43.0481221,-76.1474244,"Syracuse","Onondaga County","NY",36067
2024-01-19,"Northampton","MA","446 Damon Rd",0,"demonstration","Jews and Friends Friday Protest for a Permanent Ceasefire",NA,"JVP Western Mass","JVP Western Mass",NA,"for permanent ceasefire in Gaza, against genocide and occupation, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C8KbQQZvRkA/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jews and Friends Friday Protest for a Permanent Ceasefire every Friday",42.3250896,-72.6412013,"Northampton","Hampshire County","MA",25015
2024-02-16,"Wilmington","DE",NA,0,"march","Pilgrimage for Peace",NA,"Faith for Black Lives; National Council of Churches of Christ USA; Rabbis for Ceasefire; Hindus for Human Rights; CAIR; Rainbow/PUSH Coalition; Black Church Center for Justice and Equality; Kairos Center; Freedom Church of the Poor; Black Church PAC; LiveFREE; Progressive National Baptist Convention; Until Freedom; faith leaders","Faith for Black Lives; National Council of Churches of Christ USA; Rabbis for Ceasefire; Hindus for Human Rights; CAIR; Rainbow/PUSH Coalition; Black Church Center for Justice and Equality; Kairos Center; Freedom Church of the Poor; Black Church PAC; LiveFREE; Progressive National Baptist Convention; Until Freedom","faith leaders","for ending U.S. military aid to Israel, for increasing humanitarian aid to Palestine, for peace, for Palestinian liberation, Palestine flag, stop the genocide",0,"foreign affairs; military","foreign affairs; military","count pic",18,20,19,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.prnewswire.com/news-releases/faith-leaders-announce-pilgrimage-for-peace-to-call-for-ceasefire-in-gaza-302045952.html?tc=eml_cleartime","https://pilgrimageforpeace.org/","https://www.instagram.com/p/C2gddvNtitE/","https://www.instagram.com/p/C3brrpjr9WE/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pilgrimage for Peace",39.744655,-75.5483909,"Wilmington","New Castle County","DE",10003
2024-08-18,"Minneapolis","MN",NA,0,"rally","Not Another Bomb",NA,"Uncommitted National Movement","Uncommitted National Movement",NA,"for immediate and permanent ceasefire in Gaza, for arms embargo on Israel, against genocide in Gaza, for Palestinian liberation, no funding for war crimes, not another bomb, free Palestine, free free Palestine!, Not Another Bomb! Can you hear us,Tim Walz?”",0,"foreign affairs; military","foreign affairs","hundreds",200,200,200,2,NA,0,NA,0,NA,0,NA,0,0,"Native American dancers and drummers",NA,NA,NA,"https://x.com/uncommittedmvmt/status/1825569790737699260/photo/2","https://x.com/uncommittedmvmt/status/1825569790737699260/photo/1","https://www.startribune.com/in-minneapolis-protesters-call-for-harris-walz-to-support-arms-embargo-to-israel/601120700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Another Bomb",44.977753,-93.265011,"Minneapolis","Hennepin County","MN",27053
2024-02-14,"Newark","NJ","One Gateway Center",0,"demonstration","Stop Funding Genocide",NA,"Pax Christi NJ","Pax Christi NJ",NA,"against U.S. Senator Cory Booker's support for Israel, for permanent ceasefire in Gaza, against genocide in Gaza, for ending U.S. military aid and arms transfers to Israel,for reinstating UNRWA funding, for Palestinian liberation",0,"foreign affairs; legislative; military","foreign affairs; legislative; military",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C4v6oYlPt-X/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stop Funding Genocide every Wednesday outside Senator Booker's office since Ash Wednesday 2024",40.735657,-74.1723667,"Newark","Essex County","NJ",34013
2024-06-09,"Irvine","CA","Yale Ave and I-405",0,"demonstration",NA,NA,"OC Banner Drop 4 Pali","OC Banner Drop 4 Pali",NA,"against Israel's attacks on Rafah, against genocide in Gaza, for Palestinian liberation, free Palestine / stop genocide / ceasefire now, Palestine flag, Lebanon flag, solidaridad con Palestina, [watermelon], Zionism = terrorism, Yemen flag, all eyes on Rafah",0,"foreign affairs; religion","foreign affairs","count video",6,10,8,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C71-iv1v4_P/?img_index=10","https://www.instagram.com/p/C8AlEt_yZqV/?img_index=9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",33.684567,-117.826505,"Irvine","Orange County","CA",6059
2023-11-03,"Washington","DC","American Enterprise Institute",0,"direct action",NA,NA,"Palestine Action US","Palestine Action US",NA,"against American Enterprise Institute, against Zionism, against U.S. support for genocide in Palestine, for Palestinian liberation, free Gaza, Gaza",0,"foreign affairs; religion","foreign affairs; religion",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,"graffiti",1,0,NA,NA,NA,NA,"https://twitter.com/Pal_ActionUS/status/1720456886447669605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",38.9071923,-77.0368707,"Washington","District of Columbia","DC",11001
2024-06-28,"Plymouth","MA","Plymouth Rock",0,"vigil","Vigil at Plymouth Rock",NA,"Plymouth for Palestine","Plymouth for Palestine",NA,"in remembrance of Palestinians killed in Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C8wvcTdOY2n/?img_index=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vigil at Plymouth Rock",41.9584457,-70.6672621,"Plymouth","Plymouth County","MA",25023
